Koordinatensystem : Lambert konform konisch
Rechtswert        : 4021500 Meter
Hochwert          : 2690500 Meter
Hoehenlage        : 213 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4021500 2690500  4 13 11   9.0 1000  69  2.3 3  4.1  61  456  230 263 -368  3
4021500 2690500  4 13 12  10.2  999  14  3.1 3  4.1  54  496  254 273 -382  3
4021500 2690500  4 13 13  10.8  999  21  3.4 3  4.2  52  434  295 276 -392  3
4021500 2690500  4 13 14  11.0  998  48  3.5 5  4.4  54  112  347 289 -398  3
4021500 2690500  4 13 15  10.7  997  54  3.3 8  4.6  56    0  145 314 -399  3
4021500 2690500  4 13 16  10.7  997  78  4.2 7  4.7  57    0  142 323 -396  3
4021500 2690500  4 13 17  10.4  997  70  3.8 7  4.8  60    3  132 317 -389  3
4021500 2690500  4 13 18   9.6  997  36  3.6 8  4.9  63    0   65 320 -379  3
4021500 2690500  4 13 19   9.2  997  42  3.0 7  4.9  66    0   20 316 -367  3
4021500 2690500  4 13 20   8.7  997  59  2.6 8  5.0  70    0    0 313 -356  3
4021500 2690500  4 13 21   8.3  997  47  3.1 8  5.2  74    0    0 313 -348  3
4021500 2690500  4 13 22   8.1  998  26  2.6 8  5.3  77    0    0 310 -343  3
4021500 2690500  4 13 23   7.3  997  40  2.4 8  5.3  80    0    0 307 -340  3
4021500 2690500  4 13 24   7.1  997  51  2.2 8  5.4  84    0    0 305 -337  3
4021500 2690500  4 14  1   6.8  997  57  1.9 5  5.4  86    0    0 292 -334  3
4021500 2690500  4 14  2   6.5  997  39  1.6 5  5.4  87    0    0 279 -331  3
4021500 2690500  4 14  3   6.3  997  41  1.8 6  5.4  89    0    0 284 -328  3
4021500 2690500  4 14  4   6.1  997  41  1.5 8  5.5  91    0    0 295 -326  3
4021500 2690500  4 14  5   6.1  996  53  1.7 6  5.5  92    0    0 296 -325  3
4021500 2690500  4 14  6   5.9  996  61  2.0 7  5.4  92    0    1 293 -324  3
4021500 2690500  4 14  7   6.1  996  60  1.7 7  5.5  93    1   47 297 -325  3
4021500 2690500  4 14  8   6.4  996  79  2.1 7  5.5  92    1  102 298 -332  3
4021500 2690500  4 14  9   6.8  997  79  2.6 8  5.6  90    1  156 303 -344  3
4021500 2690500  4 14 10   7.3  997  81  2.9 7  5.5  87    0  163 305 -359  3
4021500 2690500  4 14 11   7.8  997  73  3.1 8  5.5  84    0  160 307 -375  3
4021500 2690500  4 14 12   8.5  997  66  3.7 8  5.6  81    0  165 314 -389  3
4021500 2690500  4 14 13   9.1  996  52  3.5 7  5.4  76    4  258 313 -399  3
4021500 2690500  4 14 14  10.1  996  71  3.2 5  5.3  70   46  354 303 -405  3
4021500 2690500  4 14 15   9.8  995  75  2.8 5  5.2  67   35  304 296 -407  3
4021500 2690500  4 14 16  10.3  995  46  3.4 6  5.1  65    5  192 302 -405  3
4021500 2690500  4 14 17   9.6  995  69  2.1 6  4.8  63    5  154 305 -399  3
4021500 2690500  4 14 18   9.5  996  79  2.0 7  4.8  63    2   92 308 -390  3
4021500 2690500  4 14 19   9.1  996  73  2.3 8  4.9  66    0   28 315 -378  3
4021500 2690500  4 14 20   8.2  996  64  1.3 8  4.9  70    0    0 316 -367  3
4021500 2690500  4 14 21   8.0  997  58  1.5 8  5.0  73    0    0 312 -359  3
4021500 2690500  4 14 22   7.7  997  91  1.1 8  5.0  75    0    0 311 -354  3
4021500 2690500  4 14 23   7.5  997  77  1.0 8  5.0  76    0    0 309 -350  3
4021500 2690500  4 14 24   7.2  998  53  0.9 8  5.0  78    0    0 308 -347  3
4021500 2690500  4 15  1   6.8  998  46  1.0 6  5.0  80    0    0 300 -345  3
4021500 2690500  4 15  2   6.8  998  46  0.9 6  5.0  81    0    0 291 -343  3
4021500 2690500  4 15  3   6.4  997   9  1.3 5  5.0  82    0    0 286 -342  3
4021500 2690500  4 15  4   5.9  997  16  1.1 5  5.1  85    0    0 281 -341  3
4021500 2690500  4 15  5   6.0  997  30  0.9 6  5.1  86    0    0 285 -338  3
4021500 2690500  4 15  6   6.1  998  24  0.7 7  5.1  85    0    1 292 -335  3
4021500 2690500  4 15  7   6.1  998  29  1.0 8  5.2  87    0   31 299 -334  3
4021500 2690500  4 15  8   6.9  998  23  1.1 8  5.3  86    1   95 302 -340  3
4021500 2690500  4 15  9   7.9  998  62  1.8 7  5.3  82   15  184 298 -351  3
4021500 2690500  4 15 10   9.7  998  84  2.4 7  4.9  69   47  262 296 -366  3
4021500 2690500  4 15 11  10.6  998  71  3.1 6  4.3  55  100  306 294 -382  3
4021500 2690500  4 15 12  11.5  998  89  3.4 7  4.1  49   28  306 295 -397  3
4021500 2690500  4 15 13  12.4  997  79  3.2 6  4.0  45  122  346 298 -409  3
4021500 2690500  4 15 14  13.1  997  47  2.9 5  4.0  43  230  313 296 -417  3
4021500 2690500  4 15 15  13.7  997  61  2.9 4  4.1  43  451  162 293 -420  3
4021500 2690500  4 15 16  14.1  997  39  3.1 3  4.1  41  391  123 288 -418  3
4021500 2690500  4 15 17  13.7  996  93  3.7 1  4.0  40  282   97 278 -413  3
4021500 2690500  4 15 18  13.2  996  71  3.6 1  4.0  41  136   77 269 -404  3
4021500 2690500  4 15 19  11.6  994  72  3.0 0  3.9  43   28   35 263 -393  3
4021500 2690500  4 15 20   9.9  995 100  2.1 0  3.9  48    0    1 254 -383  3
4021500 2690500  4 15 21   8.6  995  80  2.0 0  4.0  54    0    0 249 -375  3
4021500 2690500  4 15 22   8.4  996  46  0.7 0  4.0  57    0    0 248 -369  3
4021500 2690500  4 15 23   6.9  996  87  0.5 0  3.9  59    0    0 245 -366  3
4021500 2690500  4 15 24   5.4  996  51  0.4 0  3.8  64    0    0 241 -366  3
4021500 2690500  4 16  1   4.5  996  58  0.6 0  3.8  69    0    0 237 -365  3
4021500 2690500  4 16  2   3.3  996  54  1.7 0  3.8  74    0    0 235 -364  3
4021500 2690500  4 16  3   2.4  996  43  1.2 0  3.8  80    0    0 231 -364  3
4021500 2690500  4 16  4   1.8  995  34  1.0 0  3.8  84    0    0 229 -362  3
4021500 2690500  4 16  5   1.8  995  45  0.6 0  3.7  84    0    0 227 -360  3
4021500 2690500  4 16  6   2.0  995  37  1.3 0  3.7  83    0    8 226 -356  3
4021500 2690500  4 16  7   3.8  996  40  1.1 1  3.8  80   56   57 232 -354  3
4021500 2690500  4 16  8   5.7  996  73  0.6 0  4.1  76  178   95 236 -359  3
4021500 2690500  4 16  9   8.8  996 140  1.6 0  4.4  68  337  109 239 -373  3
4021500 2690500  4 16 10  11.0  995 132  3.2 0  4.6  60  468  120 248 -389  3
4021500 2690500  4 16 11  13.5  995 127  3.0 0  4.7  53  563  131 257 -404  3
4021500 2690500  4 16 12  15.6  995 162  3.6 0  4.6  44  577  166 267 -418  3
4021500 2690500  4 16 13  17.0  994 131  3.6 1  4.6  39  501  222 277 -429  3
4021500 2690500  4 16 14  16.6  994 166  4.0 2  4.6  38  342  285 286 -429  3
4021500 2690500  4 16 15  16.5  993  74  3.0 2  4.6  39  381  217 290 -420  3
4021500 2690500  4 16 16  17.1  993 148  3.5 2  4.7  38  363  153 290 -411  3
4021500 2690500  4 16 17  17.1  993 194  3.3 2  4.7  38  247  126 290 -408  3
4021500 2690500  4 16 18  15.6  992 231  3.2 2  4.8  41  123   90 287 -408  3
4021500 2690500  4 16 19  14.1  992 222  2.6 1  4.7  44   29   38 278 -398  3
4021500 2690500  4 16 20  11.5  993 264  1.8 0  4.7  50    0    1 264 -385  3
4021500 2690500  4 16 21  10.3  992 265  1.2 0  4.6  56    0    0 255 -376  3
4021500 2690500  4 16 22   9.5  993 258  0.8 0  4.6  59    0    0 253 -374  3
4021500 2690500  4 16 23   8.6  993 344  0.8 0  4.6  63    0    0 253 -373  3
4021500 2690500  4 16 24   8.0  993 354  1.0 1  4.6  67    0    0 256 -371  3
4021500 2690500  4 17  1   6.3  993 306  0.7 0  4.7  72    0    0 253 -367  3
4021500 2690500  4 17  2   5.3  993 330  1.3 0  4.6  78    0    0 246 -361  3
4021500 2690500  4 17  3   5.5  993 344  1.4 1  4.6  80    0    0 249 -354  3
4021500 2690500  4 17  4   5.3  993 342  1.7 1  4.5  79    0    0 251 -352  3
4021500 2690500  4 17  5   3.9  993 327  1.2 1  4.3  81    0    0 247 -352  3
4021500 2690500  4 17  6   3.0  993 348  0.9 1  4.3  86    0    7 242 -352  3
4021500 2690500  4 17  7   4.2  993 332  1.1 2  4.5  89   40   63 245 -354  3
4021500 2690500  4 17  8   8.2  993 332  0.4 0  4.9  81  147  118 248 -362  3
4021500 2690500  4 17  9  11.4  993 334  0.7 0  5.2  68  275  155 250 -377  3
4021500 2690500  4 17 10  14.2  993 350  1.3 0  5.3  56  393  183 260 -394  3
4021500 2690500  4 17 11  16.4  992   2  1.5 1  5.1  46  487  200 273 -413  3
4021500 2690500  4 17 12  16.8  991  19  1.3 1  4.6  38  498  238 284 -432  3
4021500 2690500  4 17 13  17.8  991  21  1.5 2  4.3  35  528  231 292 -443  3
4021500 2690500  4 17 14  17.8  990  62  1.4 1  4.2  33  559  192 297 -446  3
4021500 2690500  4 17 15  18.5  989  36  1.1 2  4.1  31  464  194 299 -442  3
4021500 2690500  4 17 16  19.1  988  16  1.5 2  4.2  31  368  170 303 -435  3
4021500 2690500  4 17 17  18.6  987  92  2.0 1  4.3  31  256  136 302 -431  3
4021500 2690500  4 17 18  18.3  987 105  2.8 1  4.3  32  121  100 298 -424  3
4021500 2690500  4 17 19  16.6  986  55  2.1 1  4.2  33   27   42 293 -412  3
4021500 2690500  4 17 20  14.6  986  43  2.6 0  4.4  39    0    2 282 -400  3
4021500 2690500  4 17 21  13.5  987  52  2.0 0  4.6  44    0    0 271 -390  3
4021500 2690500  4 17 22  12.3  987  96  1.2 1  4.6  48    0    0 269 -382  3
4021500 2690500  4 17 23  11.8  987  78  1.0 2  4.5  50    0    0 272 -375  3
4021500 2690500  4 17 24   9.6  986 105  0.6 0  4.6  55    0    0 258 -370  3
4021500 2690500  4 18  1   7.7  985  74  0.6 1  4.6  64    0    0 243 -367  3
4021500 2690500  4 18  2   8.0  985 120  0.9 0  4.6  68    0    0 242 -364  3
4021500 2690500  4 18  3   6.3  984 108  0.7 0  4.6  71    0    0 242 -363  3
4021500 2690500  4 18  4   5.6  984  74  1.1 0  4.6  77    0    0 241 -361  3
4021500 2690500  4 18  5   5.1  984  27  1.5 0  4.5  79    0    0 241 -360  3
4021500 2690500  4 18  6   4.4  983  29  0.9 1  4.5  81    0    8 241 -359  3
4021500 2690500  4 18  7   6.6  983  30  0.8 3  4.7  81   46   65 236 -360  3
4021500 2690500  4 18  8   9.9  983  30  0.9 2  5.2  74  152  122 235 -367  3
4021500 2690500  4 18  9  12.8  983  87  1.2 2  5.6  65  281  158 236 -378  3
4021500 2690500  4 18 10  15.7  982  69  1.9 4  5.8  56  408  181 250 -393  3
4021500 2690500  4 18 11  17.2  981  69  2.0 5  5.9  49  389  265 285 -409  3
4021500 2690500  4 18 12  18.4  980  83  2.4 6  5.4  42  415  291 306 -421  3
4021500 2690500  4 18 13  19.2  979 124  2.6 7  5.0  36  328  339 329 -426  3
4021500 2690500  4 18 14  19.8  979 171  2.2 7  4.9  33  241  350 340 -420  3
4021500 2690500  4 18 15  20.3  979 196  2.6 6  4.6  30  254  303 334 -411  3
4021500 2690500  4 18 16  20.1  978 207  2.5 5  4.7  31  193  256 322 -406  3
4021500 2690500  4 18 17  20.0  977 195  2.8 5  4.8  32   98  197 317 -401  3
4021500 2690500  4 18 18  19.0  977 184  1.7 4  4.6  32   70  116 310 -396  3
4021500 2690500  4 18 19  16.9  976 170  1.5 7  4.8  36   29   45 320 -391  3
4021500 2690500  4 18 20  15.1  976  93  1.3 6  5.0  43    0    4 330 -385  3
4021500 2690500  4 18 21  13.4  976  64  1.6 3  5.0  48    0    0 295 -382  3
4021500 2690500  4 18 22  12.4  976  86  1.4 1  5.2  54    0    0 258 -379  3
4021500 2690500  4 18 23  11.4  976 101  1.6 0  5.3  59    0    0 240 -377  3
4021500 2690500  4 18 24  11.0  975 221  2.0 3  5.5  64    0    0 252 -375  3
4021500 2690500  4 19  1  10.9  975 254  2.1 2  5.5  66    0    0 263 -373  3
4021500 2690500  4 19  2  11.0  975 194  1.7 3  5.5  65    0    0 256 -372  3
4021500 2690500  4 19  3  11.1  975 260  1.7 4  5.6  66    0    0 267 -371  3
4021500 2690500  4 19  4  10.5  974 230  2.0 6  5.7  68    0    0 291 -370  3
4021500 2690500  4 19  5  10.8  974 215  1.5 6  5.8  70    0    0 307 -369  3
4021500 2690500  4 19  6  10.7  973 239  1.6 6  6.2  74    0    3 310 -368  3
4021500 2690500  4 19  7  11.3  973 269  2.3 8  6.6  77   29   64 330 -370  3
4021500 2690500  4 19  8  12.7  973 198  2.7 5  6.8  75   77  140 327 -376  3
4021500 2690500  4 19  9  13.6  973 200  3.7 6  6.9  71   60  221 316 -385  3
4021500 2690500  4 19 10  14.5  972 215  4.0 5  6.7  65  208  265 321 -394  3
4021500 2690500  4 19 11  15.9  971 207  4.1 6  6.3  56   26  296 325 -403  3
4021500 2690500  4 19 12  16.0  971 205  4.1 8  6.2  52    0  225 349 -410  3
4021500 2690500  4 19 13  15.6  970 170  4.5 8  6.2  53    3  259 361 -415  3
4021500 2690500  4 19 14  17.2  969 179  4.8 5  6.1  50  104  354 347 -418  3
4021500 2690500  4 19 15  17.4  969 194  5.0 5  5.9  46   53  297 337 -417  3
4021500 2690500  4 19 16  17.4  969 196  5.5 4  5.8  45   75  259 331 -419  3
4021500 2690500  4 19 17  16.7  968 190  3.9 2  5.8  46  287  117 315 -420  3
4021500 2690500  4 19 18  16.7  968 149  3.2 2  5.9  48  137   94 303 -413  3
4021500 2690500  4 19 19  15.2  967 159  2.1 4  6.0  51   24   44 310 -403  3
4021500 2690500  4 19 20  14.6  967 106  1.2 4  6.2  56    0    0 314 -393  3
4021500 2690500  4 19 21  12.1  967 122  2.1 5  6.4  64    0    0 313 -386  3
4021500 2690500  4 19 22  11.8  967 214  3.7 7  6.7  74    0    0 321 -383  3
4021500 2690500  4 19 23  11.0  968 192  2.7 8  6.9  78    0    0 332 -383  3
4021500 2690500  4 19 24  10.5  969 177  3.1 8  6.8  81    0    0 334 -381  3
4021500 2690500  4 20  1   9.6  969 214  2.0 8  6.8  85    0    0 332 -378  3
4021500 2690500  4 20  2   9.6  969 173  2.4 8  6.9  88    0    0 331 -376  3
4021500 2690500  4 20  3   9.5  970 207  2.8 6  6.8  88    0    0 320 -374  3
4021500 2690500  4 20  4   9.0  970 214  2.2 7  6.5  85    0    0 313 -374  3
4021500 2690500  4 20  5   8.6  970 232  1.7 8  6.1  83    0    0 323 -376  3
4021500 2690500  4 20  6   8.4  971 188  2.0 8  5.9  82    0    1 328 -377  3
4021500 2690500  4 20  7   8.2  971 233  3.1 7  5.5  78    0   18 320 -376  3
4021500 2690500  4 20  8   8.1  972 248  4.1 8  5.2  74    0   45 319 -372  3
4021500 2690500  4 20  9   7.4  972 238  2.9 8  5.1  75    0   98 324 -368  3
4021500 2690500  4 20 10   8.8  973 206  4.0 7  5.1  72    2  211 317 -366  3
4021500 2690500  4 20 11   9.6  973 245  2.9 7  5.0  66   33  320 313 -363  3
4021500 2690500  4 20 12  10.7  973 231  2.4 6  4.9  61   78  379 309 -367  3
4021500 2690500  4 20 13  11.7  973 252  2.2 6  4.8  56   72  385 305 -371  3
4021500 2690500  4 20 14  12.7  973 225  2.2 5  4.7  51  205  393 305 -369  3
4021500 2690500  4 20 15  13.0  973 221  1.8 4  4.4  46  220  347 297 -371  3
4021500 2690500  4 20 16  12.6  973 213  1.8 4  4.3  45  133  293 294 -376  3
4021500 2690500  4 20 17  12.5  973 225  2.2 5  4.2  44   91  217 300 -377  3
4021500 2690500  4 20 18  12.5  974 244  2.0 3  4.1  44   92  128 296 -375  3
4021500 2690500  4 20 19  11.4  974 251  1.3 5  4.2  46   22   52 292 -373  3
4021500 2690500  4 20 20   9.5  975 219  1.9 5  4.4  54    0    1 297 -368  3
4021500 2690500  4 20 21   8.5  976 199  1.9 4  4.4  60    0    0 288 -364  3
4021500 2690500  4 20 22   7.1  977 210  1.2 3  4.3  63    0    0 275 -363  3
4021500 2690500  4 20 23   5.8  976 220  1.2 3  4.1  67    0    0 268 -361  3
4021500 2690500  4 20 24   5.1  977 139  1.3 1  4.1  71    0    0 256 -360  3
4021500 2690500  4 21  1   4.4  977 146  1.6 1  4.1  74    0    0 244 -358  3
4021500 2690500  4 21  2   2.6  978 186  1.4 4  4.1  80    0    0 252 -357  3
4021500 2690500  4 21  3   4.3  978 232  1.6 7  4.2  83    0    0 281 -355  3
4021500 2690500  4 21  4   4.5  978 233  1.9 7  4.3  79    0    0 300 -354  3
4021500 2690500  4 21  5   2.2  978 248  1.9 2  4.1  82    0    0 271 -353  3
4021500 2690500  4 21  6   2.5  979 215  2.0 2  4.0  85    4   13 242 -352  3
4021500 2690500  4 21  7   4.7  979 188  3.0 1  4.2  82   86   61 241 -354  3
4021500 2690500  4 21  8   7.9  980 184  2.9 2  4.5  74  239   87 249 -359  3
4021500 2690500  4 21  9  10.6  981 197  3.0 3  4.9  65  294  141 270 -366  3
4021500 2690500  4 21 10  12.1  981 196  3.4 4  5.0  58  496  121 289 -378  3
4021500 2690500  4 21 11  12.9  981 203  3.7 5  4.9  53  293  290 303 -394  3
4021500 2690500  4 21 12  13.1  982 219  3.8 7  4.7  49   49  332 320 -407  3
4021500 2690500  4 21 13  14.1  982 247  4.5 5  4.6  46  193  362 323 -410  3
4021500 2690500  4 21 14  14.3  982 218  4.2 6  4.7  45  107  348 319 -405  3
4021500 2690500  4 21 15  14.9  983 256  3.6 6  4.7  44   57  294 324 -404  3
4021500 2690500  4 21 16  14.7  983 134  3.6 5  4.6  43   48  244 318 -402  3
4021500 2690500  4 21 17  14.6  983 187  2.9 7  4.6  43    8  154 322 -400  3
4021500 2690500  4 21 18  13.8  984 152  2.4 4  4.7  45   74  114 315 -400  3
4021500 2690500  4 21 19  13.1  985 248  1.6 6  4.9  50   22   46 308 -391  3
4021500 2690500  4 21 20  11.7  985 226  1.4 7  5.0  54    0    2 319 -380  3
4021500 2690500  4 21 21  11.7  986 203  1.0 7  5.0  57    0    0 322 -371  3
4021500 2690500  4 21 22  10.6  987 218  0.6 6  5.0  59    0    0 315 -364  3
4021500 2690500  4 21 23   9.5  987 225  1.1 5  5.1  64    0    0 302 -359  3
4021500 2690500  4 21 24   8.6  987 184  1.5 5  5.1  70    0    0 294 -356  3
4021500 2690500  4 22  1   8.1  988 192  1.0 6  5.2  74    0    0 298 -355  3
4021500 2690500  4 22  2   8.5  988 186  1.1 5  5.2  74    0    0 300 -354  3
4021500 2690500  4 22  3   7.6  988 207  1.2 5  5.2  76    0    0 297 -350  3
4021500 2690500  4 22  4   6.6  989 201  1.1 4  5.2  82    0    0 290 -347  3
4021500 2690500  4 22  5   6.2  989 222  1.7 6  5.2  85    0    0 292 -344  3
4021500 2690500  4 22  6   7.0  989 201  1.9 7  5.3  85    4   15 308 -343  3
4021500 2690500  4 22  7   7.8  989 254  1.7 5  5.4  83   27   71 305 -344  3
4021500 2690500  4 22  8   9.8  990 242  1.8 7  5.7  79   22  145 308 -352  3
4021500 2690500  4 22  9  12.3  990 222  2.4 6  6.2  73  160  219 321 -367  3
4021500 2690500  4 22 10  14.6  991 219  3.7 5  6.6  67  319  237 319 -385  3
4021500 2690500  4 22 11  15.6  991 227  3.8 6  6.7  62  174  339 324 -403  3
4021500 2690500  4 22 12  16.4  991 243  4.5 6  6.5  56   80  359 330 -420  3
4021500 2690500  4 22 13  17.8  990 253  3.6 5  6.3  51   92  373 327 -434  3
4021500 2690500  4 22 14  17.5  990 264  3.1 6  6.3  49  121  364 329 -443  3
4021500 2690500  4 22 15  18.0  990 323  3.0 5  6.2  48  139  329 331 -445  3
4021500 2690500  4 22 16  18.5  989 299  2.5 6  6.1  45   28  234 332 -440  3
4021500 2690500  4 22 17  18.3  989 240  1.9 6  6.2  46   72  201 337 -431  3
4021500 2690500  4 22 18  18.2  989 222  1.6 5  6.4  48  110  113 333 -420  3
4021500 2690500  4 22 19  16.8  989 192  1.1 5  6.3  49   34   50 325 -405  3
4021500 2690500  4 22 20  15.0  989 171  1.4 5  6.3  54    0    7 320 -388  3
4021500 2690500  4 22 21  13.8  990 231  1.0 6  6.4  61    0    0 320 -375  3
4021500 2690500  4 22 22  12.7  990  85  0.8 4  6.4  66    0    0 312 -367  3
4021500 2690500  4 22 23  11.4  990 241  1.1 4  6.4  72    0    0 300 -360  3
4021500 2690500  4 22 24   9.8  990 311  0.8 5  6.3  78    0    0 300 -354  3
4021500 2690500  4 23  1   9.8  990 343  1.0 2  6.4  83    0    0 290 -350  3
4021500 2690500  4 23  2   8.6  990   2  1.4 0  6.5  87    0    0 269 -348  3
4021500 2690500  4 23  3   8.8  990 311  1.9 1  6.3  88    0    0 264 -345  3
4021500 2690500  4 23  4   8.3  990 316  1.9 1  6.3  89    0    0 268 -343  3
4021500 2690500  4 23  5   8.2  990 336  1.8 4  6.2  90    0    0 278 -341  3
4021500 2690500  4 23  6   7.7  989  21  1.9 7  6.2  90    0    2 296 -340  3
4021500 2690500  4 23  7   9.6  989  55  1.5 7  6.4  89   30   77 308 -343  3
4021500 2690500  4 23  8  12.3  990  44  1.3 4  6.8  81  158  134 305 -356  3
4021500 2690500  4 23  9  14.3  990  54  0.9 4  7.2  74  289  171 302 -374  3
4021500 2690500  4 23 10  17.1  990  31  1.5 6  7.6  66  403  200 316 -394  3
4021500 2690500  4 23 11  19.1  989  16  1.7 6  7.5  57  516  209 330 -413  3
4021500 2690500  4 23 12  20.4  989  35  1.9 6  7.4  50  568  221 336 -428  3
4021500 2690500  4 23 13  21.2  989 360  1.5 5  7.1  46  540  247 338 -438  3
4021500 2690500  4 23 14  22.0  988 333  2.0 6  6.9  42  426  286 341 -442  3
4021500 2690500  4 23 15  22.0  988 346  1.5 6  6.9  41  196  327 347 -444  3
4021500 2690500  4 23 16  21.4  988  17  1.8 6  7.0  42   89  273 346 -444  3
4021500 2690500  4 23 17  21.0  988  10  2.4 7  7.3  46   69  203 350 -438  3
4021500 2690500  4 23 18  20.6  988  11  3.0 6  7.4  47   74  126 348 -428  3
4021500 2690500  4 23 19  19.0  988  21  2.6 7  7.5  51   36   54 345 -417  3
4021500 2690500  4 23 20  17.8  989  32  2.5 7  7.6  56    0    8 346 -404  3
4021500 2690500  4 23 21  17.0  990  17  1.7 6  7.7  61    0    0 340 -392  3
4021500 2690500  4 23 22  15.7  990  14  2.2 6  7.7  65    0    0 333 -383  3
4021500 2690500  4 23 23  15.2  991  25  1.9 5  7.7  69    0    0 326 -376  3
4021500 2690500  4 23 24  15.1  991  48  1.8 5  7.7  70    0    0 320 -369  3
4021500 2690500  4 24  1  13.7  991 217  1.4 5  7.7  74    0    0 318 -365  3
4021500 2690500  4 24  2  13.3  991   4  1.4 6  7.8  79    0    0 318 -361  3
4021500 2690500  4 24  3  12.7  991  33  1.8 7  7.9  83    0    0 325 -359  3
4021500 2690500  4 24  4  12.7  991  26  1.8 7  7.9  85    0    0 328 -356  3
4021500 2690500  4 24  5  12.3  992  32  1.6 7  7.9  86    0    0 329 -355  3
4021500 2690500  4 24  6  12.2  992  28  3.0 6  8.0  88    0    1 323 -354  3
4021500 2690500  4 24  7  12.4  992  35  2.7 8  8.2  90    0   17 328 -356  3
4021500 2690500  4 24  8  11.6  993  39  3.2 7  8.3  93    0   86 331 -364  3
4021500 2690500  4 24  9  10.9  992   4  4.0 7  8.1  95    0   93 324 -380  3
4021500 2690500  4 24 10   9.9  992  39  3.9 7  7.8  97    0  112 322 -399  3
4021500 2690500  4 24 11   9.6  993 341  5.6 8  7.5  98    0  111 324 -417  3
4021500 2690500  4 24 12   8.9  994 345  5.1 8  7.2  97    0   96 326 -432  3
4021500 2690500  4 24 13   8.8  994 356  4.9 8  7.0  97    0  110 322 -443  3
4021500 2690500  4 24 14   8.8  995 349  4.9 7  6.8  94    0  134 316 -450  3
4021500 2690500  4 24 15   9.2  995 348  4.7 8  6.7  92    0  109 315 -452  3
4021500 2690500  4 24 16   9.6  995   3  4.6 7  6.7  90    0  122 315 -450  3
4021500 2690500  4 24 17  10.3  995 353  4.3 6  6.8  88   11  141 310 -443  3
4021500 2690500  4 24 18   9.9  995   5  4.4 5  6.8  87   31   94 303 -433  3
4021500 2690500  4 24 19   9.6  995 350  3.2 4  6.7  88   50   27 295 -419  3
4021500 2690500  4 24 20   8.1  996 187  3.0 4  6.3  89    2    6 286 -405  3
4021500 2690500  4 24 21   7.1  997 211  2.7 3  6.0  90    0    0 275 -394  3
4021500 2690500  4 24 22   6.2  997 214  2.5 3  5.7  92    0    0 274 -385  3
4021500 2690500  4 24 23   6.2  997 218  2.1 3  5.4  88    0    0 277 -376  3
4021500 2690500  4 24 24   6.5  998 238  1.6 2  5.3  84    0    0 270 -370  3
4021500 2690500  4 25  1   7.1  994 223  1.2 1  5.2  79    0    0 262 -372  3
4021500 2690500  4 25  2   7.2  995 181  0.9 0  5.1  76    0    0 258 -367  3
4021500 2690500  4 25  3   6.9  995 155  0.8 0  5.0  76    0    0 255 -364  3
4021500 2690500  4 25  4   6.0  995 153  0.9 0  4.9  80    0    0 252 -361  3
4021500 2690500  4 25  5   6.5  995 166  0.7 0  4.9  80    0    0 247 -359  3
4021500 2690500  4 25  6   5.0  995 158  0.8 0  4.7  86   10   17 244 -358  3
4021500 2690500  4 25  7   8.5  996 191  0.4 0  5.2  84  108   60 248 -363  3
4021500 2690500  4 25  8  10.0  996 129  1.2 0  5.7  77  255   82 255 -372  3
4021500 2690500  4 25  9  13.6  996 117  2.3 0  5.9  67  409   92 264 -387  3
4021500 2690500  4 25 10  15.3  996 132  3.4 0  5.8  56  541   98 273 -406  3
4021500 2690500  4 25 11  16.7  996  78  4.3 0  5.3  46  652   97 278 -425  3
4021500 2690500  4 25 12  18.3  996  88  4.0 0  5.2  41  709   98 284 -439  3
