Koordinatensystem : Lambert konform konisch
Rechtswert        : 4021500 Meter
Hochwert          : 2690500 Meter
Hoehenlage        : 213 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Sommer
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4021500 2690500  3 13 10  -5.3 1008  40  3.0 5  2.1  86   12  153 234 -295  0
4021500 2690500  3 13 11  -4.2 1008  48  3.2 4  2.1  80   26  204 229 -304  0
4021500 2690500  3 13 12  -3.2 1009  52  4.4 3  2.1  73   67  240 221 -312  0
4021500 2690500  3 13 13  -3.0 1009  55  4.7 3  2.1  69  125  241 217 -316  0
4021500 2690500  3 13 14  -2.3 1008  41  4.5 3  2.1  67  102  230 219 -319  0
4021500 2690500  3 13 15  -2.1 1007  44  4.9 2  2.1  63  134  189 215 -320  0
4021500 2690500  3 13 16  -1.9 1007  52  4.2 1  2.0  61  157  127 207 -319  0
4021500 2690500  3 13 17  -2.3 1006  59  4.0 1  2.0  62  107   79 201 -317  0
4021500 2690500  3 13 18  -3.2 1006  57  3.6 2  2.0  65   16   39 205 -312  0
4021500 2690500  3 13 19  -3.9 1006  66  3.0 4  2.0  69    0    0 214 -305  0
4021500 2690500  3 13 20  -5.1 1006  59  2.4 4  2.0  74    0    0 218 -299  0
4021500 2690500  3 13 21  -6.0 1006  58  1.4 2  2.0  78    0    0 207 -295  0
4021500 2690500  3 13 22  -5.9 1006  55  1.4 3  2.0  81    0    0 202 -292  0
4021500 2690500  3 13 23  -6.4 1006  67  0.9 4  2.0  83    0    0 209 -290  0
4021500 2690500  3 13 24  -7.0 1006  72  0.9 5  2.0  86    0    0 217 -287  0
4021500 2690500  3 14  1  -5.5 1005  46  1.2 5  2.0  85    0    0 222 -285  0
4021500 2690500  3 14  2  -5.9 1005  42  1.0 5  2.1  82    0    0 224 -284  0
4021500 2690500  3 14  3  -5.8 1005  49  1.2 4  2.0  80    0    0 220 -282  0
4021500 2690500  3 14  4  -6.4 1004  74  1.2 5  1.9  79    0    0 220 -281  0
4021500 2690500  3 14  5  -6.6 1004  77  1.5 6  1.9  80    0    0 228 -280  0
4021500 2690500  3 14  6  -6.9 1004  91  1.1 4  1.8  78    0    0 224 -279  0
4021500 2690500  3 14  7  -7.3 1004  58  0.6 2  1.7  78    0    7 206 -278  0
4021500 2690500  3 14  8  -6.1 1004  60  0.8 2  1.8  77   46   43 198 -279  0
4021500 2690500  3 14  9  -4.5 1004  43  0.7 0  1.9  73  172   65 191 -284  0
4021500 2690500  3 14 10  -3.5 1004  53  1.3 0  2.0  70  247  106 186 -294  0
4021500 2690500  3 14 11  -2.7 1004  73  2.0 0  2.0  66  343  124 188 -306  0
4021500 2690500  3 14 12  -1.7 1003  47  2.1 0  2.0  62  407  131 189 -315  0
4021500 2690500  3 14 13  -0.2 1003  51  2.0 0  2.0  57  416  144 192 -321  0
4021500 2690500  3 14 14   0.2 1002  69  2.2 0  2.1  55  402  138 197 -327  0
4021500 2690500  3 14 15   0.2 1001  63  2.5 0  2.1  55  366  114 200 -331  0
4021500 2690500  3 14 16   0.3 1001  54  2.3 0  2.2  55  285   92 203 -329  0
4021500 2690500  3 14 17  -0.1 1001  39  2.7 0  2.2  57  189   63 206 -325  0
4021500 2690500  3 14 18  -1.0 1000  50  3.1 4  2.3  61   60   34 224 -322  0
4021500 2690500  3 14 19  -2.5 1001  67  3.6 2  2.2  65    0    0 230 -319  0
4021500 2690500  3 14 20  -3.0 1001  68  3.3 2  2.1  68    0    0 220 -315  0
4021500 2690500  3 14 21  -3.8 1001  77  2.1 3  2.1  70    0    0 222 -312  0
4021500 2690500  3 14 22  -4.8 1001  66  2.3 3  2.0  73    0    0 224 -309  0
4021500 2690500  3 14 23  -4.5 1001  73  1.9 2  2.1  77    0    0 219 -306  0
4021500 2690500  3 14 24  -4.9 1001  54  1.7 4  2.1  79    0    0 223 -304  0
4021500 2690500  3 15  1  -4.3 1001  81  1.7 6  2.1  79    0    0 242 -302  0
4021500 2690500  3 15  2  -5.7 1001  77  1.7 6  2.2  82    0    0 251 -301  0
4021500 2690500  3 15  3  -5.1 1000  54  1.3 7  2.2  85    0    0 256 -300  0
4021500 2690500  3 15  4  -4.9 1000  54  1.2 7  2.2  84    0    0 262 -299  0
4021500 2690500  3 15  5  -4.5  999  34  1.9 6  2.3  85    0    0 259 -298  0
4021500 2690500  3 15  6  -4.3  999  35  2.1 8  2.4  85    0    0 265 -296  0
4021500 2690500  3 15  7  -3.9  999  30  1.9 8  2.4  85    0    5 275 -295  0
4021500 2690500  3 15  8  -3.8  999  33  2.4 8  2.4  84    2   44 276 -296  0
4021500 2690500  3 15  9  -3.3  999  35  3.3 7  2.5  84    7  117 273 -300  0
4021500 2690500  3 15 10  -2.8  999  67  3.4 7  2.6  84    6  167 270 -307  0
4021500 2690500  3 15 11  -1.5  999  45  3.8 8  2.7  81    3  185 277 -314  0
4021500 2690500  3 15 12  -0.9  998  46  4.1 7  2.8  78    4  212 282 -320  0
4021500 2690500  3 15 13  -0.3  998  53  5.1 8  2.8  77    0  170 284 -326  0
4021500 2690500  3 15 14  -0.1  998  45  4.8 8  2.9  77    0  109 290 -331  0
4021500 2690500  3 15 15  -0.6  997  40  4.5 8  3.0  79    0   74 290 -333  0
4021500 2690500  3 15 16  -0.5  997  36  4.3 8  3.0  81    0   60 290 -331  0
4021500 2690500  3 15 17  -0.6  997  53  5.1 8  3.0  82    0   52 290 -327  0
4021500 2690500  3 15 18  -0.9  997  52  5.0 8  3.0  83    0   23 288 -323  0
4021500 2690500  3 15 19  -1.1  997  48  5.4 8  3.1  86    0    0 287 -321  0
4021500 2690500  3 15 20  -1.0  997  44  5.2 8  3.1  86    0    0 287 -319  0
4021500 2690500  3 15 21  -0.9  998  50  4.8 8  3.1  85    0    0 287 -318  0
4021500 2690500  3 15 22  -1.0  998  57  5.6 8  3.0  84    0    0 286 -317  0
4021500 2690500  3 15 23  -1.2  998  62  4.6 8  3.0  83    0    0 285 -316  0
4021500 2690500  3 15 24  -1.3  998  60  4.0 8  2.9  82    0    0 285 -316  0
4021500 2690500  3 16  1  -1.6  998  68  3.7 8  2.8  80    0    0 284 -315  0
4021500 2690500  3 16  2  -1.7  998  69  3.7 8  2.7  80    0    0 285 -313  0
4021500 2690500  3 16  3  -1.9  998  71  3.1 7  2.7  80    0    0 279 -312  0
4021500 2690500  3 16  4  -2.0  998  64  1.7 7  2.7  80    0    0 275 -310  0
4021500 2690500  3 16  5  -2.0  998  65  1.9 7  2.7  81    0    0 276 -310  0
4021500 2690500  3 16  6  -1.6  998  66  2.1 8  2.7  81    0    0 282 -309  0
4021500 2690500  3 16  7  -1.6  998  67  2.3 8  2.8  81    0    2 290 -309  0
4021500 2690500  3 16  8  -1.5  998  68  2.0 7  2.8  82    0   35 284 -309  0
4021500 2690500  3 16  9  -0.9  998  70  2.3 8  2.9  82   15   89 286 -312  0
4021500 2690500  3 16 10  -0.5  998  66  2.7 8  3.0  82   25  138 294 -316  0
4021500 2690500  3 16 11   0.3  998  74  3.7 8  3.1  80    0  133 297 -321  0
4021500 2690500  3 16 12   0.7  998  73  3.4 8  3.1  78    0  130 300 -327  0
4021500 2690500  3 16 13   0.7  998  69  3.6 7  3.1  78    0  163 294 -330  0
4021500 2690500  3 16 14   0.9  998  52  3.9 7  3.1  77    0  101 289 -332  0
4021500 2690500  3 16 15   0.8  998  61  3.8 8  3.1  77    0   71 295 -333  0
4021500 2690500  3 16 16   0.3  998  44  3.3 8  3.2  80    0   58 299 -332  0
4021500 2690500  3 16 17   0.3  998  44  3.1 8  3.3  84    0   61 298 -330  0
4021500 2690500  3 16 18   0.2  998  48  2.5 8  3.3  85    0   30 297 -326  0
4021500 2690500  3 16 19  -0.1  998  57  3.4 8  3.3  85    0    0 295 -322  0
4021500 2690500  3 16 20  -0.3  999  50  2.6 8  3.2  85    0    0 294 -321  0
4021500 2690500  3 16 21  -0.1  999  65  3.6 8  3.2  85    0    0 294 -320  0
4021500 2690500  3 16 22  -0.2  999  59  3.6 8  3.3  86    0    0 296 -320  0
4021500 2690500  3 16 23  -0.1 1000  66  2.8 8  3.3  87    0    0 296 -320  0
4021500 2690500  3 16 24  -0.2 1000  67  2.7 6  3.4  89    0    0 283 -320  0
4021500 2690500  3 17  1  -0.2 1000  67  2.3 8  3.4  90    0    0 283 -319  0
4021500 2690500  3 17  2  -0.3  999  79  2.5 7  3.4  90    0    0 289 -319  0
4021500 2690500  3 17  3  -0.1  999  73  2.5 7  3.4  90    0    0 283 -319  0
4021500 2690500  3 17  4  -0.2  999  56  2.7 7  3.5  91    0    0 284 -319  0
4021500 2690500  3 17  5  -0.5  999  61  2.6 8  3.5  92    0    0 290 -319  0
4021500 2690500  3 17  6  -0.5  999  55  3.3 7  3.4  93    0    0 290 -319  0
4021500 2690500  3 17  7  -0.4  999  50  2.5 8  3.4  92    0    3 290 -319  0
4021500 2690500  3 17  8  -0.6  999  40  2.4 8  3.4  92    0   32 296 -319  0
4021500 2690500  3 17  9  -0.1  999  51  2.3 8  3.4  91    0   81 296 -320  0
4021500 2690500  3 17 10  -0.2  999  32  2.9 8  3.4  90    0  108 296 -323  0
4021500 2690500  3 17 11  -0.1  999  35  2.8 8  3.4  89    0  101 297 -326  0
4021500 2690500  3 17 12   0.2  999  43  2.7 8  3.3  86    0   96 297 -328  0
4021500 2690500  3 17 13   0.0  999  56  2.9 8  3.3  85    0   95 298 -329  0
4021500 2690500  3 17 14   0.2  999  51  3.0 8  3.3  84    0   85 299 -330  0
4021500 2690500  3 17 15   0.1  999  62  3.2 8  3.3  84    0   76 298 -331  0
4021500 2690500  3 17 16   0.3  998  63  3.4 8  3.2  83    0   64 297 -333  0
4021500 2690500  3 17 17   0.1  998  61  3.0 8  3.2  83    0   54 295 -333  0
4021500 2690500  3 17 18  -0.2  998  63  2.9 8  3.3  85    0   28 293 -330  0
4021500 2690500  3 17 19   0.0  999  75  3.4 8  3.2  85    0    0 292 -326  0
4021500 2690500  3 17 20  -0.1  999  71  2.7 8  3.2  85    0    0 291 -322  0
4021500 2690500  3 17 21   0.0  999  72  2.1 7  3.2  84    0    0 287 -321  0
4021500 2690500  3 17 22  -0.1  999  66  2.8 8  3.2  85    0    0 287 -321  0
4021500 2690500  3 17 23  -0.1  999  58  2.7 8  3.3  86    0    0 292 -321  0
4021500 2690500  3 17 24   0.0  999  59  2.2 8  3.3  87    0    0 292 -321  0
4021500 2690500  3 18  1  -0.3  999  65  2.3 7  3.3  88    0    0 288 -321  0
4021500 2690500  3 18  2  -0.4  998  58  2.9 8  3.4  90    0    0 288 -321  0
4021500 2690500  3 18  3  -0.5  998  61  2.8 8  3.4  91    0    0 293 -321  0
4021500 2690500  3 18  4  -0.6  998  35  2.7 8  3.3  90    0    0 294 -321  0
4021500 2690500  3 18  5  -0.7  998  59  2.7 8  3.3  91    0    0 294 -321  0
4021500 2690500  3 18  6  -1.0  997  62  2.5 8  3.3  92    0    0 294 -321  0
4021500 2690500  3 18  7  -0.8  997  53  2.7 8  3.3  92    0    5 294 -321  0
4021500 2690500  3 18  8  -0.7  997  67  3.2 8  3.3  91    0   44 294 -321  0
4021500 2690500  3 18  9  -0.5  997  65  2.9 8  3.3  91    0   85 294 -321  0
4021500 2690500  3 18 10  -0.2  997  81  3.0 8  3.4  90    0  107 295 -323  0
4021500 2690500  3 18 11   0.2  997  76  2.4 8  3.4  88    0  118 296 -328  0
4021500 2690500  3 18 12   0.8  997  81  2.2 8  3.4  85    0  130 299 -335  0
4021500 2690500  3 18 13   1.0  997  79  2.1 8  3.4  83    0  144 301 -341  0
4021500 2690500  3 18 14   0.7  996  75  2.7 8  3.4  84    0  128 301 -344  0
4021500 2690500  3 18 15   1.2  995  80  2.5 8  3.4  83    0  115 300 -343  0
4021500 2690500  3 18 16   0.9  995  87  2.4 8  3.4  82    0   91 297 -338  0
4021500 2690500  3 18 17   1.0  994  95  2.2 8  3.4  82    0   84 294 -332  0
4021500 2690500  3 18 18   0.5  994 107  1.9 7  3.4  83    1   42 286 -329  0
4021500 2690500  3 18 19   0.1  994 107  1.3 8  3.4  86    0    0 283 -325  0
4021500 2690500  3 18 20  -0.2  994 120  1.3 8  3.3  86    0    0 285 -322  0
4021500 2690500  3 18 21  -0.3  994  94  0.6 7  3.3  87    0    0 280 -321  0
4021500 2690500  3 18 22  -0.6  994 114  1.1 7  3.3  87    0    0 275 -320  0
4021500 2690500  3 18 23  -0.9  993 103  0.9 6  3.2  89    0    0 271 -320  0
4021500 2690500  3 18 24  -1.3  993 107  1.5 5  3.2  90    0    0 261 -320  0
4021500 2690500  3 19  1  -1.5  993 132  1.3 6  3.2  92    0    0 261 -320  0
4021500 2690500  3 19  2  -1.9  992 134  1.3 8  3.2  95    0    0 275 -320  0
4021500 2690500  3 19  3  -1.9  992 144  0.9 8  3.2  95    0    0 284 -320  0
4021500 2690500  3 19  4  -2.1  992 117  1.2 7  3.1  94    0    0 279 -320  0
4021500 2690500  3 19  5  -2.5  991  99  1.6 7  3.1  95    0    0 273 -320  0
4021500 2690500  3 19  6  -2.8  991  99  1.0 8  3.1  97    0    0 278 -320  0
4021500 2690500  3 19  7  -2.8  990  64  1.0 7  3.1  98    0    6 278 -319  0
4021500 2690500  3 19  8  -2.4  990  21  1.1 7  3.1  96    6   55 275 -319  0
4021500 2690500  3 19  9  -2.2  990 296  1.1 7  3.1  96   18  127 278 -320  0
4021500 2690500  3 19 10  -1.7  990   6  2.1 7  3.2  96   40  195 280 -325  0
4021500 2690500  3 19 11  -1.5  990 297  1.9 8  3.3  96   87  249 287 -334  0
4021500 2690500  3 19 12  -0.1  989 293  2.0 6  3.4  92  234  245 284 -346  0
4021500 2690500  3 19 13   0.7  989   5  1.6 1  3.4  86  497  117 253 -355  0
4021500 2690500  3 19 14   4.3  989 275  1.5 0  3.6  77  553   67 230 -360  0
4021500 2690500  3 19 15   5.1  988 257  1.9 0  3.7  68  506   53 231 -360  0
4021500 2690500  3 19 16   5.3  987 309  1.7 0  3.6  64  384   57 232 -357  0
4021500 2690500  3 19 17   5.5  987 281  1.7 0  3.5  62  219   63 232 -350  0
4021500 2690500  3 19 18   5.1  986 247  1.5 0  3.5  61   58   45 231 -340  0
4021500 2690500  3 19 19   3.0  986 284  1.3 0  3.4  65    0    0 227 -331  0
4021500 2690500  3 19 20   2.0  986 322  1.0 0  3.3  71    0    0 222 -328  0
4021500 2690500  3 19 21   1.7  987 264  1.3 0  3.3  73    0    0 220 -328  0
4021500 2690500  3 19 22   0.5  987 284  1.2 0  3.2  77    0    0 217 -327  0
4021500 2690500  3 19 23  -0.1  987 276  1.4 1  3.2  82    0    0 219 -326  0
4021500 2690500  3 19 24  -0.3  986 290  1.7 0  3.2  84    0    0 218 -326  0
4021500 2690500  3 20  1  -0.9  986 286  2.0 0  3.2  86    0    0 212 -325  0
4021500 2690500  3 20  2  -1.2  986 290  1.5 0  3.2  88    0    0 210 -325  0
4021500 2690500  3 20  3  -1.2  986 266  1.2 3  3.2  90    0    0 227 -324  0
4021500 2690500  3 20  4  -1.6  986 281  1.5 3  3.2  92    0    0 242 -324  0
4021500 2690500  3 20  5  -1.9  986 312  1.3 4  3.3  95    0    0 247 -324  0
4021500 2690500  3 20  6  -1.5  986 280  1.2 4  3.3  96    0    0 253 -324  0
4021500 2690500  3 20  7  -1.8  986 285  1.3 5  3.3  96    0    7 258 -323  0
4021500 2690500  3 20  8  -1.5  986 273  1.5 6  3.4  98    8   59 268 -324  0
4021500 2690500  3 20  9  -1.2  986 232  1.7 5  3.4  98   30  139 268 -327  0
4021500 2690500  3 20 10  -0.5  985 216  1.7 4  3.5  95  104  208 257 -330  0
4021500 2690500  3 20 11   2.1  986 226  1.8 1  3.5  85  366  165 239 -332  0
4021500 2690500  3 20 12   1.4  986 229  2.0 0  3.5  80  526  125 218 -335  0
4021500 2690500  3 20 13   5.2  985 239  1.3 0  3.6  73  548  127 218 -340  0
4021500 2690500  3 20 14   5.7  984 274  2.0 0  3.6  62  524  125 225 -345  0
4021500 2690500  3 20 15   6.4  983 273  2.1 1  3.6  59  448  121 232 -347  0
4021500 2690500  3 20 16   5.9  983 292  2.7 1  3.7  62  331  112 237 -346  0
4021500 2690500  3 20 17   6.0  983 296  2.7 1  3.9  65  186   95 236 -342  0
4021500 2690500  3 20 18   5.1  983 294  2.2 1  3.8  66   46   58 234 -335  0
4021500 2690500  3 20 19   3.5  983 248  2.6 1  3.8  72    0    0 228 -328  0
4021500 2690500  3 20 20   2.6  983 240  2.3 1  3.7  76    0    0 224 -323  0
4021500 2690500  3 20 21   1.6  984 309  2.6 1  3.6  78    0    0 220 -321  0
4021500 2690500  3 20 22   0.7  984 331  1.2 2  3.5  83    0    0 219 -320  0
4021500 2690500  3 20 23   0.0  985 335  1.4 2  3.5  86    0    0 221 -317  0
4021500 2690500  3 20 24  -0.9  985 341  2.1 1  3.3  88    0    0 215 -315  0
4021500 2690500  3 21  1  -0.5  984 325  1.5 0  3.3  88    0    0 206 -313  0
4021500 2690500  3 21  2  -0.5  985 316  0.9 0  3.3  88    0    0 202 -311  0
4021500 2690500  3 21  3  -0.8  984 285  1.0 3  3.4  90    0    0 212 -309  0
4021500 2690500  3 21  4  -0.8  984 287  1.1 5  3.4  92    0    0 230 -306  0
4021500 2690500  3 21  5  -0.2  985 306  1.1 5  3.4  90    0    0 239 -303  0
4021500 2690500  3 21  6  -0.3  985 273  1.3 6  3.4  88    0    0 243 -301  0
4021500 2690500  3 21  7  -0.7  984 316  1.4 5  3.3  88    0    3 244 -299  0
4021500 2690500  3 21  8  -0.3  984 344  1.7 5  3.3  87    0   35 240 -300  0
4021500 2690500  3 21  9   0.1  984 311  1.7 8  3.3  85    3   99 251 -306  0
4021500 2690500  3 21 10   0.8  985  12  1.7 8  3.4  84    0  116 263 -314  0
4021500 2690500  3 21 11   1.5  984 354  1.8 7  3.4  80   23  184 261 -323  0
4021500 2690500  3 21 12   2.1  984  21  1.7 7  3.4  77   51  204 260 -331  0
4021500 2690500  3 21 13   2.9  984  52  1.2 7  3.5  75   34  210 263 -336  0
4021500 2690500  3 21 14   3.1  983  60  1.4 7  3.6  74   78  192 266 -341  0
4021500 2690500  3 21 15   3.8  983  70  2.3 7  3.6  72   81  168 268 -345  0
4021500 2690500  3 21 16   2.9  982 110  2.7 7  3.6  72   10  136 268 -343  0
4021500 2690500  3 21 17   2.7  982 337  2.3 8  3.6  74    0   63 271 -337  0
4021500 2690500  3 21 18   2.2  982  95  2.7 7  3.5  76    0   19 269 -330  0
4021500 2690500  3 21 19   2.2  982  37  2.8 8  3.5  76    0    1 266 -324  0
4021500 2690500  3 21 20   2.0  983  20  2.7 8  3.5  76    0    0 267 -319  0
4021500 2690500  3 21 21   1.8  983  24  2.3 8  3.4  77    0    0 265 -316  0
4021500 2690500  3 21 22   1.5  983  33  2.6 8  3.4  77    0    0 264 -315  0
4021500 2690500  3 21 23   1.1  983  26  2.1 8  3.3  77    0    0 264 -314  0
4021500 2690500  3 21 24   0.8  983  39  1.9 7  3.3  80    0    0 261 -314  0
4021500 2690500  3 22  1   0.8  984  38  1.1 6  3.4  81    0    0 256 -312  0
4021500 2690500  3 22  2   0.3  984  28  1.3 7  3.3  82    0    0 256 -311  0
4021500 2690500  3 22  3   0.3  984  34  1.3 8  3.3  84    0    0 262 -309  0
4021500 2690500  3 22  4  -0.2  984  27  1.4 7  3.3  83    0    0 262 -307  0
4021500 2690500  3 22  5  -0.4  984  39  1.5 8  3.2  84    0    0 261 -307  0
4021500 2690500  3 22  6  -0.9  984  37  2.0 7  3.1  84    0    0 261 -306  0
4021500 2690500  3 22  7  -1.1  983  28  2.0 7  3.0  84    5   13 257 -306  0
4021500 2690500  3 22  8  -0.7  984  37  2.4 6  3.1  83   30   64 256 -308  0
4021500 2690500  3 22  9   0.3  985 355  3.2 4  3.1  80  167   99 249 -313  0
4021500 2690500  3 22 10   1.3  985 350  4.0 5  3.0  73  244  148 249 -318  0
4021500 2690500  3 22 11   2.3  985   9  3.7 6  2.9  65  143  237 255 -323  0
4021500 2690500  3 22 12   2.7  986  13  3.4 7  2.7  58   81  272 263 -330  0
4021500 2690500  3 22 13   3.4  986   8  3.2 4  2.6  54  204  266 256 -336  0
4021500 2690500  3 22 14   4.0  985   1  2.7 2  2.5  50  369  185 234 -341  0
4021500 2690500  3 22 15   4.5  985   9  2.7 2  2.5  48  443   99 226 -344  0
4021500 2690500  3 22 16   4.3  985  15  2.8 2  2.5  48  374   74 228 -342  0
4021500 2690500  3 22 17   3.8  985   8  3.6 2  2.5  48  231   69 230 -337  0
4021500 2690500  3 22 18   3.1  985   9  3.1 4  2.5  50   72   51 242 -330  0
4021500 2690500  3 22 19   1.6  985  11  3.6 5  2.7  58    0    5 254 -324  0
4021500 2690500  3 22 20   1.0  986  39  2.7 5  2.7  64    0    0 255 -321  0
4021500 2690500  3 22 21   0.6  987  48  2.7 5  2.7  66    0    0 253 -319  0
4021500 2690500  3 22 22   0.3  987  61  1.4 4  2.7  67    0    0 247 -318  0
4021500 2690500  3 22 23  -0.7  987  64  1.5 3  2.7  70    0    0 237 -318  0
4021500 2690500  3 22 24  -1.4  987  43  1.6 2  2.6  73    0    0 227 -317  0
4021500 2690500  3 23  1  -1.4  987  42  1.6 1  2.6  74    0    0 218 -316  0
4021500 2690500  3 23  2  -1.7  987  37  1.1 0  2.6  75    0    0 210 -314  0
4021500 2690500  3 23  3  -2.1  987  39  1.5 0  2.6  77    0    0 207 -313  0
4021500 2690500  3 23  4  -2.7  987  56  1.0 0  2.6  80    0    0 205 -311  0
4021500 2690500  3 23  5  -3.2  987  45  0.6 0  2.6  82    0    0 204 -310  0
4021500 2690500  3 23  6  -3.1  988  69  0.3 1  2.5  82    0    0 206 -309  0
4021500 2690500  3 23  7  -3.7  988  56  0.5 2  2.5  84    7   17 212 -309  0
4021500 2690500  3 23  8  -1.3  989  66  0.5 1  2.6  81   83   66 212 -310  0
4021500 2690500  3 23  9   0.3  989  95  1.4 2  2.8  75  228   97 217 -314  0
4021500 2690500  3 23 10   2.0  990 103  2.1 2  2.8  67  361  117 223 -320  0
4021500 2690500  3 23 11   3.3  990  95  2.6 2  2.6  56  481  124 226 -326  0
4021500 2690500  3 23 12   3.9  990 107  3.0 2  2.4  49  548  131 228 -330  0
4021500 2690500  3 23 13   4.8  990  99  2.3 0  2.3  43  576  128 222 -333  0
4021500 2690500  3 23 14   5.2  990  91  2.7 0  2.2  40  546  130 216 -336  0
4021500 2690500  3 23 15   5.6  989 109  3.0 0  2.3  41  465  127 217 -338  0
4021500 2690500  3 23 16   5.6  989 107  2.7 0  2.4  42  347  116 217 -340  0
4021500 2690500  3 23 17   5.5  989 104  3.9 0  2.4  42  201   99 217 -334  0
4021500 2690500  3 23 18   4.8  988 118  3.4 1  2.4  44   62   61 219 -325  0
4021500 2690500  3 23 19   3.1  988 127  2.9 1  2.5  49    0    6 219 -321  0
4021500 2690500  3 23 20   2.0  989 123  1.8 1  2.5  54    0    0 214 -318  0
4021500 2690500  3 23 21   1.3  989 129  2.3 0  2.5  57    0    0 208 -315  0
4021500 2690500  3 23 22   1.2  989 128  2.3 1  2.5  58    0    0 206 -313  0
4021500 2690500  3 23 23   0.5  989 118  2.0 1  2.5  60    0    0 209 -311  0
4021500 2690500  3 23 24  -0.3  987 123  2.2 1  2.5  63    0    0 206 -310  0
4021500 2690500  3 24  1  -0.2  987 116  3.1 0  2.5  65    0    0 202 -307  0
4021500 2690500  3 24  2  -0.6  986 122  3.2 0  2.5  65    0    0 199 -305  0
4021500 2690500  3 24  3  -0.6  985 138  3.2 0  2.5  66    0    0 198 -304  0
4021500 2690500  3 24  4  -0.6  985 130  3.3 0  2.5  67    0    0 198 -302  0
4021500 2690500  3 24  5  -1.0  984 114  2.7 0  2.5  68    0    0 199 -301  0
4021500 2690500  3 24  6  -1.6  984 117  3.6 0  2.4  68    0    0 199 -300  0
4021500 2690500  3 24  7  -0.8  983 121  3.1 3  2.4  68    0   12 209 -300  0
4021500 2690500  3 24  8   0.7  983 121  3.3 3  2.5  65   83   56 223 -301  0
4021500 2690500  3 24  9   2.3  982 127  3.1 5  2.5  58  187   94 233 -306  0
4021500 2690500  3 24 10   4.4  982 124  4.1 7  2.5  51  110  198 251 -313  0
4021500 2690500  3 24 11   5.1  981 135  4.2 7  2.6  47  170  240 262 -320  0
4021500 2690500  3 24 12   6.6  981 147  4.1 7  2.7  45  209  266 266 -327  0
4021500 2690500  3 24 13   8.0  980 144  3.3 5  2.7  42  375  206 265 -335  0
4021500 2690500  3 24 14   8.7  979 156  2.7 5  2.8  40  145  272 263 -340  0
4021500 2690500  3 24 15   8.5  979 156  2.8 8  3.1  43    9  198 276 -344  0
4021500 2690500  3 24 16   8.5  979 159  2.8 7  3.3  46   26  181 283 -342  0
4021500 2690500  3 24 17   7.7  978 166  1.6 8  3.6  52    0   83 283 -336  0
4021500 2690500  3 24 18   6.9  978 152  2.4 8  3.8  58    0   25 283 -328  0
4021500 2690500  3 24 19   6.0  978 166  2.0 8  4.1  66    0    3 281 -320  0
4021500 2690500  3 24 20   5.7  978 158  1.5 8  4.4  74    0    0 278 -315  0
4021500 2690500  3 24 21   5.6  979 169  2.3 7  4.6  78    0    0 274 -312  0
4021500 2690500  3 24 22   5.6  979 171  2.5 8  4.5  77    0    0 273 -310  0
4021500 2690500  3 24 23   6.1  979 173  2.1 7  4.5  76    0    0 274 -307  0
4021500 2690500  3 24 24   5.9  978 167  2.2 7  4.6  77    0    0 271 -304  0
4021500 2690500  3 25  1   7.0  978 183  2.3 8  4.8  78    0    0 275 -302  0
4021500 2690500  3 25  2   5.9  978 149  2.0 6  5.0  80    0    0 272 -300  0
4021500 2690500  3 25  3   6.3  978 154  2.3 7  5.0  83    0    0 268 -298  0
4021500 2690500  3 25  4   5.9  978 146  2.3 8  5.2  86    0    0 274 -297  0
4021500 2690500  3 25  5   6.4  978 188  2.2 8  5.4  89    0    0 279 -295  0
4021500 2690500  3 25  6   6.3  977 180  2.2 8  5.6  91    0    0 281 -294  0
