Koordinatensystem : Lambert konform konisch
Rechtswert        : 4021500 Meter
Hochwert          : 2690500 Meter
Hoehenlage        : 213 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Winter
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4021500 2690500  4 17  7   2.5  998 304  0.3 0  3.6  84   75   57 223 -330  0
4021500 2690500  4 17  8   3.4  998 306  0.7 0  3.7  77  220   81 224 -336  0
4021500 2690500  4 17  9   5.1  999 294  0.9 0  3.8  72  367   96 226 -349  0
4021500 2690500  4 17 10   7.0  998 281  1.5 0  3.8  64  497  107 232 -367  0
4021500 2690500  4 17 11   9.2  998 293  1.1 0  3.6  53  610  106 239 -384  0
4021500 2690500  4 17 12  10.7  997 321  1.6 0  3.1  40  671  110 244 -398  0
4021500 2690500  4 17 13  12.5  997  53  0.8 1  2.6  30  672  120 251 -411  0
4021500 2690500  4 17 14  13.2  996 112  1.6 1  2.3  25  631  124 258 -419  0
4021500 2690500  4 17 15  14.3  997  68  1.2 0  2.4  25  563  115 259 -424  0
4021500 2690500  4 17 16  15.1  996  91  1.7 0  2.7  25  442  110 262 -424  0
4021500 2690500  4 17 17  15.2  995  92  1.5 0  2.9  27  292  104 265 -420  0
4021500 2690500  4 17 18  15.1  994  90  0.8 0  3.3  30  139   87 268 -411  0
4021500 2690500  4 17 19  13.2  994  85  1.8 0  3.7  36   24   39 266 -400  0
4021500 2690500  4 17 20  11.9  993 114  0.1 0  3.8  41    0    0 263 -387  0
4021500 2690500  4 17 21  10.3  993 129  1.5 0  3.7  44    0    0 259 -377  0
4021500 2690500  4 17 22   9.2  993 101  1.0 0  3.6  48    0    0 255 -369  0
4021500 2690500  4 17 23   6.7  993 131  1.0 0  3.8  56    0    0 250 -363  0
4021500 2690500  4 17 24   5.4  994 149  1.3 0  4.0  67    0    0 246 -358  0
4021500 2690500  4 18  1   4.9  993 149  0.8 1  4.0  72    0    0 246 -354  0
4021500 2690500  4 18  2   4.4  993 128  0.5 1  4.1  76    0    0 249 -351  0
4021500 2690500  4 18  3   3.2  993 146  0.6 1  4.0  80    0    0 248 -349  0
4021500 2690500  4 18  4   2.6  992  91  0.1 1  4.0  84    0    0 246 -348  0
4021500 2690500  4 18  5   2.6  992 283  0.7 0  4.0  86    0    0 243 -347  0
4021500 2690500  4 18  6   2.1  992 337  0.1 0  3.9  85    7   14 240 -346  0
4021500 2690500  4 18  7   5.2  992 203  0.7 0  4.2  83   85   54 243 -349  0
4021500 2690500  4 18  8   6.8  991  75  0.4 0  4.7  78  228   78 249 -358  0
4021500 2690500  4 18  9  10.0  990  95  0.8 0  4.8  68  375   92 255 -375  0
4021500 2690500  4 18 10  13.6  991 146  0.7 0  4.6  52  512   98 265 -395  0
4021500 2690500  4 18 11  15.6  990  98  1.9 0  4.2  40  621  100 274 -417  0
4021500 2690500  4 18 12  16.7  989  97  1.4 0  4.2  36  668  113 281 -434  0
4021500 2690500  4 18 13  17.3  988 105  2.5 0  4.5  36  640  140 288 -445  0
4021500 2690500  4 18 14  18.2  987 110  3.4 0  4.0  31  601  141 293 -454  0
4021500 2690500  4 18 15  18.1  987 101  3.0 0  3.5  26  539  129 294 -457  0
4021500 2690500  4 18 16  18.9  986  64  3.0 0  3.5  26  426  120 295 -452  0
4021500 2690500  4 18 17  19.1  986  85  2.6 0  3.7  26  287  107 296 -442  0
4021500 2690500  4 18 18  18.5  985 126  1.7 0  3.8  27  139   87 292 -429  0
4021500 2690500  4 18 19  16.9  985 101  1.5 1  4.1  32   27   38 290 -414  0
4021500 2690500  4 18 20  15.3  985 184  1.4 1  4.4  38    0    0 286 -401  0
4021500 2690500  4 18 21  13.4  986 170  1.3 1  4.5  43    0    0 278 -392  0
4021500 2690500  4 18 22  11.6  986 214  0.9 0  4.5  49    0    0 267 -387  0
4021500 2690500  4 18 23  10.3  987 194  1.0 0  4.6  54    0    0 259 -384  0
4021500 2690500  4 18 24   8.8  986 223  1.7 0  4.7  61    0    0 254 -383  0
4021500 2690500  4 19  1   8.6  986 256  1.6 0  4.7  66    0    0 250 -381  0
4021500 2690500  4 19  2   7.1  986 333  1.5 1  4.6  68    0    0 252 -378  0
4021500 2690500  4 19  3   6.2  986 254  1.4 1  4.6  74    0    0 251 -377  0
4021500 2690500  4 19  4   6.2  987 311  1.1 1  4.6  75    0    0 249 -376  0
4021500 2690500  4 19  5   5.2  987 275  0.5 1  4.5  77    0    0 246 -376  0
4021500 2690500  4 19  6   5.3  987 321  1.1 1  4.5  79    6   14 244 -376  0
4021500 2690500  4 19  7   6.3  988 244  0.5 0  4.6  77   82   56 240 -376  0
4021500 2690500  4 19  8   7.9  988 108  1.0 0  4.8  75  231   81 237 -375  0
4021500 2690500  4 19  9  10.4  988  73  0.6 0  5.1  69  382   96 243 -372  0
4021500 2690500  4 19 10  12.3  989 101  2.0 0  5.2  61  519  106 250 -370  0
4021500 2690500  4 19 11  12.6  989  89  2.5 0  5.1  55  633  107 255 -373  0
4021500 2690500  4 19 12  13.8  990 107  2.1 0  5.0  52  606  162 260 -380  0
4021500 2690500  4 19 13  14.1  989  69  1.5 2  5.1  51  385  291 275 -384  0
4021500 2690500  4 19 14  15.3  989  10  2.8 3  5.4  50  136  335 290 -398  0
4021500 2690500  4 19 15  15.1  989  12  2.8 4  5.4  50   13  233 300 -414  0
4021500 2690500  4 19 16  14.4  989  14  3.1 5  5.5  51    8  185 305 -415  0
4021500 2690500  4 19 17  13.7  989  33  4.1 6  5.7  56   40  177 309 -409  0
4021500 2690500  4 19 18  12.8  989  15  3.7 5  5.6  58   23  106 306 -399  0
4021500 2690500  4 19 19  11.8  989  21  2.6 6  5.3  58    5   32 303 -386  0
4021500 2690500  4 19 20  10.8  990  29  2.8 7  5.2  61    0    0 308 -372  0
4021500 2690500  4 19 21  10.4  989  41  2.6 7  5.3  65    0    0 310 -361  0
4021500 2690500  4 19 22   9.7  990  38  2.0 6  5.3  67    0    0 305 -354  0
4021500 2690500  4 19 23   8.9  990  83  2.1 5  5.1  69    0    0 293 -349  0
4021500 2690500  4 19 24   7.7  990  67  2.2 4  5.0  71    0    0 280 -346  0
4021500 2690500  4 20  1   6.5  991  24  2.1 3  4.8  74    0    0 265 -344  0
4021500 2690500  4 20  2   5.8  991  25  1.9 2  4.3  71    0    0 250 -342  0
4021500 2690500  4 20  3   4.8  990  21  1.8 3  3.8  66    0    0 245 -339  0
4021500 2690500  4 20  4   4.1  990 118  1.9 4  3.6  67    0    0 251 -336  0
4021500 2690500  4 20  5   3.1  990 111  1.6 2  3.6  72    0    0 244 -335  0
4021500 2690500  4 20  6   3.3  990  68  1.4 2  3.6  74    2   15 233 -336  0
4021500 2690500  4 20  7   4.7  990  67  0.8 0  3.7  72   59   66 224 -338  0
4021500 2690500  4 20  8   6.7  990 118  1.0 0  4.0  68  177  111 217 -341  0
4021500 2690500  4 20  9   8.9  989  53  0.6 0  4.2  62  290  152 224 -347  0
4021500 2690500  4 20 10  11.2  989 239  1.7 1  4.6  58  424  169 243 -356  0
4021500 2690500  4 20 11  12.5  989 222  3.6 0  4.8  54  553  165 252 -360  0
4021500 2690500  4 20 12  13.8  989 250  3.7 0  4.6  48  601  180 252 -360  0
4021500 2690500  4 20 13  15.2  988 253  5.1 3  4.0  38  453  276 271 -361  0
4021500 2690500  4 20 14  15.6  987 221  6.2 4  3.6  32  364  298 291 -362  0
4021500 2690500  4 20 15  15.9  987 259  5.0 4  3.3  29  224  305 296 -360  0
4021500 2690500  4 20 16  15.3  986 241  5.4 5  3.3  30  109  261 300 -359  0
4021500 2690500  4 20 17  15.7  986 248  5.3 7  3.6  32   21  173 314 -358  0
4021500 2690500  4 20 18  15.4  986 284  5.7 5  3.8  34   17  110 313 -357  0
4021500 2690500  4 20 19  12.8  986 330  5.5 6  4.3  42   14   40 305 -355  0
4021500 2690500  4 20 20  10.8  987 308  3.5 5  5.0  57    0    0 300 -353  0
4021500 2690500  4 20 21   9.7  987 300  4.0 4  4.8  60    0    0 285 -352  0
4021500 2690500  4 20 22   9.2  988 285  3.1 6  3.9  52    0    0 285 -350  0
4021500 2690500  4 20 23   7.9  989 302  4.2 6  3.4  49    0    0 291 -344  0
4021500 2690500  4 20 24   6.6  990 301  3.2 6  3.5  54    0    0 286 -338  0
4021500 2690500  4 21  1   5.7  990 288  2.4 6  3.6  60    0    0 283 -335  0
4021500 2690500  4 21  2   5.1  990 267  2.7 5  3.5  62    0    0 275 -333  0
4021500 2690500  4 21  3   3.9  990 267  2.1 5  3.5  66    0    0 267 -333  0
4021500 2690500  4 21  4   3.9  990 247  2.3 4  3.6  70    0    0 262 -333  0
4021500 2690500  4 21  5   4.0  991 257  2.3 4  3.7  71    0    0 258 -333  0
4021500 2690500  4 21  6   3.9  990 246  2.7 6  3.7  72    0    6 267 -333  0
4021500 2690500  4 21  7   4.4  990 245  3.2 8  3.8  73    3   57 286 -332  0
4021500 2690500  4 21  8   4.8  990 239  3.4 7  3.9  73   23  134 293 -334  0
4021500 2690500  4 21  9   5.6  990 260  4.6 7  4.0  70   17  186 288 -339  0
4021500 2690500  4 21 10   5.0  991 250  4.7 7  4.0  71    0  174 289 -344  0
4021500 2690500  4 21 11   4.1  991 286  3.4 8  4.2  78    0  123 292 -343  0
4021500 2690500  4 21 12   6.6  991 278  4.3 8  4.2  74   21  281 299 -343  0
4021500 2690500  4 21 13   6.0  991 279  4.5 8  4.0  66    7  255 299 -347  0
4021500 2690500  4 21 14   5.7  991 262  4.9 6  3.8  65    2  219 288 -350  0
4021500 2690500  4 21 15   7.9  991 280  5.1 4  3.4  55  118  287 273 -357  0
4021500 2690500  4 21 16   7.7  990 285  5.7 5  3.1  46  102  239 270 -362  0
4021500 2690500  4 21 17   7.9  990 287  4.5 4  2.9  43  134  171 268 -360  0
4021500 2690500  4 21 18   6.9  991 305  4.7 4  3.0  46   57  110 264 -355  0
4021500 2690500  4 21 19   5.7  991 289  3.8 4  3.2  54   37   36 261 -348  0
4021500 2690500  4 21 20   4.4  991 266  2.2 4  3.4  61    0    0 256 -342  0
4021500 2690500  4 21 21   4.3  992 281  1.6 5  3.3  63    0    0 256 -337  0
4021500 2690500  4 21 22   3.3  993 260  1.8 5  3.2  63    0    0 255 -334  0
4021500 2690500  4 21 23   2.4  993 242  1.4 2  3.1  66    0    0 241 -331  0
4021500 2690500  4 21 24   2.0  993 244  1.9 1  3.3  72    0    0 227 -329  0
4021500 2690500  4 22  1   1.4  993 234  2.0 0  3.4  78    0    0 221 -327  0
4021500 2690500  4 22  2   0.6  992 247  1.5 0  3.4  82    0    0 216 -324  0
4021500 2690500  4 22  3   0.8  992 243  2.5 0  3.4  84    0    0 215 -322  0
4021500 2690500  4 22  4  -0.2  993 222  1.9 0  3.4  86    0    0 214 -321  0
4021500 2690500  4 22  5   0.1  993 220  2.9 0  3.4  87    0    0 213 -320  0
4021500 2690500  4 22  6  -0.5  993 249  1.9 1  3.3  87   12   20 215 -319  0
4021500 2690500  4 22  7   1.3  993 235  2.2 1  3.3  83   96   67 218 -318  0
4021500 2690500  4 22  8   3.8  994 251  2.6 1  3.5  75  207  107 222 -322  0
4021500 2690500  4 22  9   4.7  994 248  2.1 2  3.5  68  276  168 229 -334  0
4021500 2690500  4 22 10   5.9  994 257  2.0 4  3.4  61  339  230 240 -351  0
4021500 2690500  4 22 11   7.2  993 281  1.3 3  3.4  56  519  195 250 -362  0
4021500 2690500  4 22 12   8.5  993 221  1.1 2  3.2  48  636  176 251 -370  0
4021500 2690500  4 22 13  10.1  992 250  2.1 2  3.2  43  657  174 253 -372  0
4021500 2690500  4 22 14  10.5  991 276  2.4 1  3.2  40  600  182 252 -371  0
4021500 2690500  4 22 15  10.8  991 300  1.1 2  2.9  36  517  176 253 -372  0
4021500 2690500  4 22 16  11.9  990 291  1.0 3  2.8  33  356  188 261 -373  0
4021500 2690500  4 22 17  11.8  990 331  2.4 3  2.7  31  233  158 265 -371  0
4021500 2690500  4 22 18  11.7  990 351  1.4 2  2.6  29  142  102 261 -364  0
4021500 2690500  4 22 19  10.1  989  18  2.1 1  2.9  35   37   45 254 -355  0
4021500 2690500  4 22 20   8.1  989  51  1.9 1  3.3  44    0    0 245 -347  0
4021500 2690500  4 22 21   7.0  990 104  0.7 0  3.2  48    0    0 236 -341  0
4021500 2690500  4 22 22   6.2  990 136  0.9 0  3.1  50    0    0 228 -335  0
4021500 2690500  4 22 23   4.3  991 118  1.1 0  3.2  56    0    0 225 -329  0
4021500 2690500  4 22 24   3.8  991 135  0.9 0  3.3  64    0    0 222 -325  0
4021500 2690500  4 23  1   3.1  991 132  1.1 0  3.3  67    0    0 222 -322  0
4021500 2690500  4 23  2   2.1  991 148  0.9 0  3.3  71    0    0 220 -321  0
4021500 2690500  4 23  3   0.9  991 128  0.9 0  3.3  77    0    0 217 -320  0
4021500 2690500  4 23  4   0.1  990 150  0.7 0  3.2  80    0    0 213 -318  0
4021500 2690500  4 23  5  -0.2  990  96  0.8 0  3.2  84    0    0 212 -316  0
4021500 2690500  4 23  6  -0.1  990 119  1.0 0  3.3  85   13   20 210 -315  0
4021500 2690500  4 23  7   2.5  991  85  0.4 0  3.4  79  107   58 213 -316  0
4021500 2690500  4 23  8   5.0  991 117  1.1 0  3.7  73  254   81 220 -320  0
4021500 2690500  4 23  9   7.7  991 124  2.7 0  3.9  64  404   94 225 -331  0
4021500 2690500  4 23 10   9.7  991  86  2.9 0  3.9  55  542  101 233 -348  0
4021500 2690500  4 23 11  11.2  991  93  2.1 0  3.7  46  655  100 239 -366  0
4021500 2690500  4 23 12  12.7  991  57  1.1 0  3.3  38  712  102 245 -382  0
4021500 2690500  4 23 13  13.3  991 130  0.8 0  3.1  33  726  103 251 -391  0
4021500 2690500  4 23 14  13.7  991 328  0.6 0  2.9  30  681  109 253 -398  0
4021500 2690500  4 23 15  14.5  990 131  1.9 0  2.8  28  594  112 256 -403  0
4021500 2690500  4 23 16  14.9  990 182  0.4 0  2.8  26  464  113 259 -401  0
4021500 2690500  4 23 17  15.0  990  48  1.4 0  2.9  27  315  106 260 -395  0
4021500 2690500  4 23 18  14.7  990  77  2.0 0  3.2  30  163   87 261 -386  0
4021500 2690500  4 23 19  13.3  990  86  2.8 0  3.4  33   41   42 261 -375  0
4021500 2690500  4 23 20  11.7  991  86  1.9 0  3.5  38    0    0 257 -366  0
4021500 2690500  4 23 21   9.9  991 116  2.0 0  3.5  43    0    0 253 -359  0
4021500 2690500  4 23 22   8.2  991 114  1.4 0  3.7  50    0    0 248 -355  0
4021500 2690500  4 23 23   6.8  992  97  0.9 0  3.7  56    0    0 244 -352  0
4021500 2690500  4 23 24   6.7  992 127  1.8 0  3.7  59    0    0 242 -349  0
4021500 2690500  4 24  1   5.7  993 120  1.5 0  3.7  62    0    0 239 -346  0
4021500 2690500  4 24  2   4.6  993 151  1.0 0  3.7  67    0    0 235 -344  0
4021500 2690500  4 24  3   4.6  993 183  1.0 0  3.7  70    0    0 231 -342  0
4021500 2690500  4 24  4   3.6  993 109  0.5 0  3.7  71    0    0 229 -340  0
4021500 2690500  4 24  5   3.6  994  91  0.2 0  3.7  74    0    0 226 -337  0
4021500 2690500  4 24  6   2.6  994 167  0.2 0  3.7  77   15   20 224 -334  0
4021500 2690500  4 24  7   4.8  995 111  0.5 0  3.8  76  111   58 224 -334  0
4021500 2690500  4 24  8   7.1  995 126  0.9 0  4.1  69  253   81 229 -341  0
4021500 2690500  4 24  9  10.0  995 124  1.6 0  4.4  62  397   96 237 -354  0
4021500 2690500  4 24 10  12.4  995 115  3.0 1  4.5  54  541   98 250 -370  0
4021500 2690500  4 24 11  14.1  996 101  2.9 1  4.4  46  652   97 260 -387  0
4021500 2690500  4 24 12  16.4  996 111  2.8 0  4.4  41  714   98 264 -403  0
4021500 2690500  4 24 13  16.8  995 104  2.0 1  3.9  33  718  106 268 -415  0
4021500 2690500  4 24 14  17.3  995 135  1.8 1  3.5  28  675  110 272 -423  0
4021500 2690500  4 24 15  18.2  995  55  1.2 2  3.7  29  538  142 278 -426  0
4021500 2690500  4 24 16  18.5  995 103  1.1 2  3.9  29  334  185 283 -424  0
4021500 2690500  4 24 17  18.5  995  80  2.7 2  3.9  29  205  160 284 -419  0
4021500 2690500  4 24 18  17.7  995  78  3.2 2  4.2  32  110  107 283 -410  0
4021500 2690500  4 24 19  16.0  995  71  3.4 2  4.5  37   34   44 279 -396  0
4021500 2690500  4 24 20  13.6  996 104  3.4 2  4.6  43    0    0 273 -381  0
4021500 2690500  4 24 21  12.4  996 103  3.9 2  4.7  50    0    0 266 -369  0
4021500 2690500  4 24 22  11.2  997 115  3.5 2  4.7  54    0    0 262 -361  0
4021500 2690500  4 24 23   9.8  997 123  3.2 2  4.6  58    0    0 257 -357  0
4021500 2690500  4 24 24   9.5  998 124  2.9 1  4.6  61    0    0 251 -354  0
4021500 2690500  4 25  1   8.5  998 111  2.6 2  4.6  64    0    0 249 -352  0
4021500 2690500  4 25  2   7.5  998 128  2.0 3  4.6  68    0    0 252 -349  0
4021500 2690500  4 25  3   7.4  998 126  1.9 2  4.6  70    0    0 250 -346  0
4021500 2690500  4 25  4   6.3  998 134  1.9 3  4.5  72    0    0 248 -345  0
4021500 2690500  4 25  5   5.8  999 131  1.8 2  4.4  75    0    0 244 -343  0
4021500 2690500  4 25  6   5.3  999 133  1.6 1  4.4  77   14   24 236 -342  0
4021500 2690500  4 25  7   6.9  999 139  1.5 0  4.5  75   94   76 230 -345  0
4021500 2690500  4 25  8   9.8  999 140  2.0 0  4.8  70  218  120 234 -355  0
4021500 2690500  4 25  9  12.3  999 128  3.0 0  5.2  63  344  156 245 -373  0
4021500 2690500  4 25 10  14.5  999 114  3.1 0  5.3  55  463  181 255 -395  0
4021500 2690500  4 25 11  17.2  999 107  3.6 0  5.6  49  559  195 262 -415  0
4021500 2690500  4 25 12  19.6  999 113  3.1 0  5.8  44  612  205 270 -432  0
4021500 2690500  4 25 13  20.4  998  83  3.5 0  5.7  38  617  211 275 -446  0
4021500 2690500  4 25 14  21.6  997  73  3.3 0  5.2  33  578  210 277 -453  0
4021500 2690500  4 25 15  22.2  997  75  3.2 0  4.9  29  487  208 279 -454  0
4021500 2690500  4 25 16  22.3  996  65  3.5 1  4.8  28  368  196 283 -450  0
4021500 2690500  4 25 17  21.4  996  64  3.7 2  5.2  31  256  160 288 -442  0
4021500 2690500  4 25 18  20.6  996  55  2.5 2  5.6  35  114  120 290 -430  0
4021500 2690500  4 25 19  19.1  996  92  0.9 5  5.6  38   19   49 294 -414  0
4021500 2690500  4 25 20  17.6  996  82  1.2 6  5.5  41    0    0 295 -397  0
4021500 2690500  4 25 21  16.5  996 130  1.9 7  5.7  46    0    0 295 -382  0
4021500 2690500  4 25 22  15.2  996 170  1.3 6  5.9  52    0    0 292 -371  0
4021500 2690500  4 25 23  13.1  996 109  1.6 4  5.9  58    0    0 287 -363  0
4021500 2690500  4 25 24  11.7  995 149  1.7 4  5.8  64    0    0 284 -357  0
4021500 2690500  4 26  1  10.8  995 153  1.6 6  5.6  67    0    0 282 -357  0
4021500 2690500  4 26  2  10.7  995 172  1.2 7  5.5  68    0    0 280 -361  0
4021500 2690500  4 26  3  11.1  994 273  3.3 7  5.8  70    0    0 283 -364  0
4021500 2690500  4 26  4  11.7  995 226  3.3 7  6.0  70    0    0 288 -367  0
4021500 2690500  4 26  5  11.5  995 248  3.5 7  6.1  71    0    0 293 -371  0
4021500 2690500  4 26  6  12.1  996 252  4.2 7  6.4  73    0    3 297 -372  0
4021500 2690500  4 26  7  11.1  996 195  2.3 5  6.9  79    0   43 298 -375  0
4021500 2690500  4 26  8  11.3  996 256  4.2 7  7.3  86    3  122 297 -381  0
4021500 2690500  4 26  9  11.5  996 226  3.3 7  7.4  87   47  227 300 -390  0
4021500 2690500  4 26 10  12.4  996 246  3.8 8  7.4  84    0  161 305 -402  0
4021500 2690500  4 26 11  13.6  997 245  3.6 7  7.3  77    0  158 310 -414  0
4021500 2690500  4 26 12  14.6  998 264  4.0 8  7.0  69    8  260 317 -427  0
4021500 2690500  4 26 13  16.7  997 254  4.7 6  7.0  62   22  308 322 -437  0
4021500 2690500  4 26 14  16.3  997 239  5.7 5  6.8  57  173  375 318 -432  0
4021500 2690500  4 26 15  16.5  997 251  4.3 4  6.2  53  229  326 311 -418  0
4021500 2690500  4 26 16  16.9  997 268  4.9 4  6.1  51  206  267 308 -417  0
4021500 2690500  4 26 17  15.5  997 272  4.0 6  6.1  52   29  194 313 -420  0
4021500 2690500  4 26 18  14.3  998 265  2.3 5  6.4  60   11  115 314 -417  0
4021500 2690500  4 26 19  14.4  998  60  1.3 6  6.9  66   25   50 314 -410  0
4021500 2690500  4 26 20  13.3  998 278  1.7 6  6.8  68    0    0 317 -400  0
4021500 2690500  4 26 21  11.8  998 290  2.1 5  6.6  72    0    0 309 -391  0
4021500 2690500  4 26 22  11.0  999 304  1.9 6  6.6  77    0    0 308 -385  0
4021500 2690500  4 26 23  10.6  999 249  1.8 7  6.6  80    0    0 318 -382  0
4021500 2690500  4 26 24  10.4  999 235  0.9 7  6.5  81    0    0 323 -379  0
4021500 2690500  4 27  1  10.7  999 243  1.8 8  6.6  82    0    0 328 -377  0
4021500 2690500  4 27  2   9.7 1000 246  1.6 8  6.6  84    0    0 332 -377  0
4021500 2690500  4 27  3   9.6 1000 231  1.6 7  6.5  86    0    0 328 -375  0
4021500 2690500  4 27  4   9.5 1000 221  1.6 6  6.5  87    0    0 318 -371  0
4021500 2690500  4 27  5   8.4 1000 253  1.9 3  6.4  89    0    0 298 -366  0
4021500 2690500  4 27  6   8.5 1000 262  1.9 2  6.3  90    3   20 278 -362  0
4021500 2690500  4 27  7   9.7 1000 263  1.4 7  6.5  90    2   66 301 -362  0
4021500 2690500  4 27  8  10.7 1001 273  1.6 7  6.7  86   22  164 330 -369  0
4021500 2690500  4 27  9  12.0 1001 246  2.5 5  6.6  78   69  270 324 -382  0
4021500 2690500  4 27 10  12.4 1001 283  2.5 7  6.4  72   49  318 326 -398  0
4021500 2690500  4 27 11  13.2 1001 330  2.6 7  6.3  68   25  311 337 -414  0
4021500 2690500  4 27 12  12.8 1001 348  3.2 6  6.4  68   43  361 331 -427  0
4021500 2690500  4 27 13  13.7 1001 329  2.6 6  6.3  66   54  387 324 -435  0
4021500 2690500  4 27 14  14.6 1001 301  3.6 8  6.0  59   20  315 330 -439  0
4021500 2690500  4 27 15  14.8 1002 308  2.8 6  5.7  54   25  295 327 -440  0
4021500 2690500  4 27 16  14.5 1002 337  3.9 6  5.5  52   43  285 319 -435  0
4021500 2690500  4 27 17  14.2 1001 322  3.7 5  5.3  52   74  240 312 -427  0
4021500 2690500  4 27 18  14.1 1001 315  3.1 3  5.2  51   94  154 300 -417  0
4021500 2690500  4 27 19  13.1 1001 312  2.9 3  5.2  53   29   61 290 -406  0
4021500 2690500  4 27 20  11.5 1001 323  1.8 3  5.1  56    0    0 283 -392  0
4021500 2690500  4 27 21   9.3 1002 293  1.4 2  5.0  64    0    0 271 -380  0
4021500 2690500  4 27 22   8.4 1002 318  1.2 1  5.0  70    0    0 257 -370  0
4021500 2690500  4 27 23   7.3 1003 337  0.7 0  4.9  73    0    0 246 -363  0
4021500 2690500  4 27 24   7.2 1003 145  1.0 0  4.8  76    0    0 240 -359  0
4021500 2690500  4 28  1   6.6 1003 305  1.0 3  5.0  80    0    0 248 -357  0
4021500 2690500  4 28  2   6.3 1003  33  0.6 4  5.2  86    0    0 262 -354  0
4021500 2690500  4 28  3   5.4 1003  22  1.0 2  5.1  87    0    0 256 -350  0
4021500 2690500  4 28  4   5.9 1003  15  1.2 2  5.2  91    0    0 248 -346  0
4021500 2690500  4 28  5   5.6 1003  23  0.7 1  5.4  93    0    0 244 -342  0
4021500 2690500  4 28  6   5.9 1003 303  0.9 1  5.3  91   15   25 239 -338  0
4021500 2690500  4 28  7   8.5 1003 348  0.5 2  5.4  84  101   76 245 -342  0
4021500 2690500  4 28  8  13.1 1003 334  0.8 2  5.7  70  209  122 258 -356  0
4021500 2690500  4 28  9  14.6 1002 220  1.5 1  5.7  58  321  164 263 -376  0
4021500 2690500  4 28 10  16.2 1002 191  1.8 1  5.3  48  462  181 266 -400  0
4021500 2690500  4 28 11  16.8 1002 201  1.8 1  5.3  45  570  190 275 -421  0
4021500 2690500  4 28 12  17.8 1002 215  2.1 0  5.4  43  633  196 279 -437  0
4021500 2690500  4 28 13  18.4 1001 202  2.2 1  5.0  38  645  198 283 -449  0
4021500 2690500  4 28 14  19.1 1000 188  2.1 1  4.5  33  606  198 288 -457  0
4021500 2690500  4 28 15  19.6  999 185  2.1 1  4.4  31  529  189 290 -461  0
4021500 2690500  4 28 16  20.4  999 238  1.5 1  4.4  30  404  178 294 -458  0
4021500 2690500  4 28 17  20.1  998 194  1.8 2  4.5  30  245  164 298 -451  0
4021500 2690500  4 28 18  19.6  997 204  1.4 4  4.6  32  102  122 305 -441  0
4021500 2690500  4 28 19  17.9  997 166  1.2 5  4.9  36   20   49 311 -427  0
4021500 2690500  4 28 20  16.7  997 178  1.5 5  5.2  42    0    0 311 -412  0
4021500 2690500  4 28 21  15.0  997 170  1.6 5  5.3  47    0    0 307 -401  0
4021500 2690500  4 28 22  13.7  997 170  2.4 6  5.5  53    0    0 305 -397  0
4021500 2690500  4 28 23  12.8  997 148  2.1 5  5.5  57    0    0 302 -396  0
4021500 2690500  4 28 24  12.2  996 154  2.1 3  5.5  60    0    0 294 -395  0
4021500 2690500  4 29  1  11.0  995 217  2.4 4  5.4  62    0    0 290 -393  0
4021500 2690500  4 29  2  10.4  995 183  2.6 4  5.2  64    0    0 290 -391  0
4021500 2690500  4 29  3  10.0  994 195  2.0 4  5.0  64    0    0 289 -388  0
4021500 2690500  4 29  4  10.1  994 194  2.7 5  5.1  65    0    0 290 -385  0
4021500 2690500  4 29  5  10.4  993 207  2.7 6  5.2  66    0    0 294 -382  0
4021500 2690500  4 29  6  11.6  993 216  2.4 6  5.0  60    2   17 297 -382  0
4021500 2690500  4 29  7  11.3  992 208  1.6 5  5.1  59   76   73 296 -385  0
